"selection1_name","selection1_selection2"
"""you've ruined this trip""","✅ Verified Review | Montego Bay to Baltimore. Southwest was always my preferred airline. However after this experience I am appalled by the way this situation was handled. An air traffic control tower was struck by lightning on 9/8/2017 in Jamaica. We were suppose to leave on 9/9/2017. Obviously this wasn't an option, completely understandable. But the tower was fixed late night on 9/9/2017. As we talk to others that were forced to stay at the resort ($450 a night) with us their airlines Delta, American, United, etc. were understanding and scheduled extra flights to help out and get them home to their families. But Southwests' answer to us is to bad we aren't sending extra flights forcing us to spend an extra $2000+ on a room and missing out on being paid at work. Southwests' answer is you're staying until Wednesday 9/13/2017. I guess I had the wrong assumption of this airline and stand corrected. Way to go Southwest (as sarcastic as I can be here) you've ruined this trip for my family."
"""staff on this aircraft were wonderful""","✅ Verified Review | Flew Sacramento to San Diego with Southwest. The staff on this aircraft were wonderful! They were all so friendly, and gave excellent service. From loading all the way to unloading. They made me feel so comfortable! Thank you for making my flight so enjoyable!"
"""absolutely ruined my experience""","✅ Verified Review | Chicago to Las Vegas. Our row was completely missed to get drink order. When the flight attendant came around to drop drinks/snacks off to other rows we asked for a drink. We got an eye roll from the flight attendant after our entire row was completely awake yet again missed in the drink order. The gentleman aside from myself and my boy friend as rudely spoken to accusing him of being asleep which he was not. My boy friend also got a drink and while the attendant did seem preoccupied with attending to other guests on the flight my boy friend gently reminded him we ordered drinks, which was followed by a rude comment and loud embarrassing response from the attendant on just how may people were on the flight and we had to wait. We would have not had said anything if he didn't seem completely dismissive with our request. I understand they are busy but the attendant's responsive was just rude. This was my first trip with southwestern and the flight started off fantastic with the attendant making jokes and my previous flight before the lay over was seamless and fantastic. This absolutely ruined my experience with Southwestern on how rude the attendant was."
"""more than satisfactory""","✅ Verified Review | I was unable to fly from Nashville to Dallas because of the hurricane in Texas. Southwest staff bent over backwards to help me and the outcome has been more than satisfactory. I feel very grateful for the standard of customer service."
"""because we are not liable""","✅ Verified Review | Salt Lake City to Albuquerque. Extremely upset with the service of Southwest. I am a freelance makeup artist and have to fly sometimes for jobs. Have never had a problem with Southwest until now. I check my makeup kit due to the fact I have a lot of liquids and can't have it as a carry on. I had them put a fragile sticker on just as a precaution because I packed it well and it should have been fine. I opened my kit once I get on site for my job and everything is shattered. I was reassured by numerous Southwest incident associates that since the damage was extensive and puts me out of a job I should be reimbursed. Going through months of trying to get my case looked at and have to deny jobs due to the fact my equipment is ruined they finally got back to me. ""Unfortunately we will not be reimbursing you because we are not liable. Here's a voucher for your next flight"" Thanks for putting me out hundred of dollars, putting me out of a job, oh! But thanks for the voucher."
"""both flights were delayed""","✅ Verified Review | This is the second time in as many months that I have tried to fly Southwest from Burbank to Salt Lake City. Both flights were delayed a significant amount of time and no notice until 30 minutes before scheduled departure. I asked an agent if it would be okay to leave so that I didn't have to sit in the airport for 2.5 hours. He said he wouldn't advise it because the departure time can change again. When I asked if any of the times they put up mean anything he said ""yes!"" Obviously didn't get my sarcasm. When I asked why my flights keep getting delayed his only response was ""it's the nature of the business."" If that is the case, why do we have departure times at all? If this had been a one time scenario I could understand, but this seems to be happening more and more. Do not trust this airline to fly on time more than about 20% of their flights. That seems to be my average."
"""cancelled due to thunderstorms ""","✅ Verified Review | Atlanta to Dallas Love Field. Our frustrating and unexpectantly expensive situation with Southwest Airlines began on Sunday August 6th 2017 after having spent a wonderful weekend in Georgia at Ft. Benning to celebrate our son’s graduation from Boot Camp. Our group consisted of our son’s 3 parents and 1 elderly grandmother who needs physical assistance getting around. Ready to head to the Atlanta airport to catch our flight (2419) back to Dallas Love Field, we received an elctronic message stating that our flight was cancelled due to thunderstorms over Dallas. We called home (Dallas) to check with our house sitter and other friends to hear what the weather was like. They said there were no storms at all. It was clear skies and very hot. I checked my weather app and saw no storms in the DFW area. We called Southwest customer service who said we could spend the night in a hotel in Atlanta and catch a flight to Dallas the next morning. But we needed to get back to work the next morning (a Monday). We asked for reimbursement for the 4 tickets we will need to by from other airlines. SWA Rep said we would need to call Customer Relations. But a refund is not possible since the cancellation was due to weather! When we arrived at the Atlanta airport we ran to the American Airlines ticket window and bought the last 2 AA tickets flying to DFW that evening for $536.40! AA ticket counter rep told us all flights to Dallas and DFW airports were flying with no weather issues. So we let our son’s mother and elderly grandmother have these 2 tickets since we were not sure there would be any other available flights out that night. Then we ran to the other end of the terminal to the Delta ticket counter. We bought 2 tickets to DFW for $654.32! Delta also confirmed no weather issues flying into the DFW area. The total for 4 tickets including terminal fees cost us $1,217.72! I called SWA Customer Relations the next day to inquire about a refund for the 4 tickets we had to purchase due to the SWA cancellation. We spoke to SWA Customer Relations rep at the corporate office in Dallas TX. He said no refund is given when a cancellation is made due to weather. He said the FAA said there were thunderstorms over Dallas. I shared that I called friends in various locations in Dallas and NO ONE saw a single could in the sky. I shared that ALL other airlines were flying from Atlanta to Dallas that afternoon and evening with no knowledge of storms in Dallas. SWA refused to offer even partial compensation. He said talking to anyone above him would be wasting my time and would not transfer me to a supervisor. I hung up. It was obvious SWA was not going to acknowledge they made a mistake cancelling our flight or even apologize for causing such unnecessary stress and expense costing us over $1,200.00 in additional ticket fees."
"""delay after delay after delay""","✅ Verified Review | I have flown Southwest Airlines through Houston and Dallas over 15 times in last year and there has been delay after delay after delay. Most recent day was due to not having enough flight attendants / staff. Southwest is an extremely unreliable airline. I fly out of New Orleans twice per month and will be taking my business elsewhere from now on."
"""had an awful experience""","✅ Verified Review | We had an awful experience traveling from Ft. Lauderdale to Albuquerque on Southwest Airlines yesterday. First let me say that SWA has always been our airline of choice, but yesterday we experienced terrible customer service, and I do not know if we will ever fly with them again. At the Ft. Lauderdale airport our flight was delayed by an hour and a half. We asked to re-rout the remainder of our flights, but we were assured that we had plenty of time to make all of our flights, so we had no need to re-rout. Our flight touched down in Nashville to allow more passengers to board the plane, the flight was then held on the ground to allow passengers that had been re-routed time to board the plane so that they could make connecting flights. We asked for help from the flight attendants, but were told it was out of their hands. When the flight landed in Denver we had fifteen minutes to catch our connecting flight, but the pilot announced that we could not get a gate, so we were held on the tarmac until after our flight left. At this point we went to the gate to ask for help and were told that we were held in Nashville so that many more people could make connecting flights, it was a business decision to hold us up so that more people could make their flights. We were told that we had been rebooked on the first flight out the next morning at 6:50 am (it was 10:00 at this time). I asked to speak to a supervisor because we now had to spend an unplanned night in Denver ""so that more people could make connecting flights, a business decision."" The same supervisor refused to give us a hotel voucher stating that he had already given away all vouchers for the day, but offered us a worthless coupon for a ""discount"" on a Best Western hotel room ($157-unsure when he could have a shuttle pick us up) or a no name hotel for $69 no shuttle. We ended up spending $234 at the Westin on the airport property since we had to be back at the airport for our flight in 6.5 hours by the time all of this transpired. The next day when we got home and claimed our luggage, it was wet, with the clothes inside soaked. In my opinion, if an airline makes ""a business decision"" to inconvenience one set of passengers to accommodate another set of passengers, they are at least obligated to pay for the hotel room of the stranded passengers."
"""no one has shown any interest""","✅ Verified Review | Northwest Florida Beaches to Nashville. I'm delayed at PCB airport with a baby and have made multiple attempts to get released from this flight and rebooked so I can get my daughter to a hotel and in the bed. We left the upstairs area where we were boarding without knowing we couldn't get back through and although I've spoken to several people here who work for SWA everyone here is telling me they can't help me and I'll have to keep waiting. I've also called the customer service number to attempt to make the changes that way and they to aren't assisting me. All I need to do is rebook a flight for tomorrow and no one has shown any interest in helping me despite the fact that I have a very exhausted and upset child who needs to be in the bed. This has been by far the worst customer service experience I've ever had with an airline and will definitely cause me to reconsider ever booking another SWA flight. This is truly a nightmare and the SWA staff here should be better equipped to serve its customers."
"""Not good for anything""","✅ Verified Review | Baltimore to Tampa. The worst airline ever. Me and my family flew on it 3 times within last week. All three flights were delayed with two of them delayed by 3 and 4 hours and this is for a 2 hr direct flight. All our plans got messed up. The lack of seat assignments is a major inconvenience. Not good if you have connections to other airlines - you will miss them. Not good for weekend getaway - you will spend it on the airport. Not good for anything."
"""got on the plane and sat and sat""","✅ Verified Review | Never want to fly Southwest Airlines again! We left 3.5 hours late, but of course were only notified of a one hour delay prior to arriving at the airport so had to sit around for hours. Then we got on the plane and sat and sat, were told we were cleared for take off, then sat some more, then moved up to number two in line when the pilot came on and said we didn't have enough fuel so needed to go back to the gate to get more. How can you not fuel an airplane sufficiently for a 1.5 hour flight? Unbelievable. Don't recommend using this airline and SFO is a nightmare also."
"""I'm impressed with the service overall""","✅ Verified Review | First time flying this airline (RDU-MCO-RDU), and I have to say I'm impressed with the service overall. It's no frills, but the customer service is excellent and two free checked bags is even better. I know some people like to badmouth EarlyBird Check In, but I bought it a few days before my flight and got A60 on both trips. Both were full flights and on time, while the return flight was eight minutes early. Considering late afternoon flights from Orlando tend to get delayed due to late afternoon storms, that was a nice change. The captain on both flights kept us informed of any developments and whenever we hit bumpy spots. Only negative things about my flight were the worn seats and the flat Coke I was given. A fairly uneventful flight, which is how I like it. Highly recommend Southwest Airlines."
"""touched at how friendly and kind they both were""","✅ Verified Review | I have severe anxiety when I fly. This flight had some turbulence that made me have a small panic attack. When the stewardess saw me she instantly invited me to come stretch in the back, gave me ginger ale and a cold compress. While I was back there the stewardesses provided me with reassurance, conversation and encouragement. I was so touched at how friendly and kind they both were, constantly checking in on me and also bringing my husband a drink."
"""time obviously means nothing""","✅ Verified Review | We flew from Atlanta to St. Louis on July 12 with Southwest. We left Atlanta an hour late because the plane was held up for late arriving passengers. Didn't know any airline would inconvenience a plane full of customers who selected a departure time only to be ignored. What could we do? Southwest had us on the plane so we were captive to their whim. Now after an exhausting week, again we are delayed an hour (could be more) leaving St. Louis to return to Atlanta. The most insulting thing about this delay is that there has been a plane at the gate since well before regularly scheduled departure time but zero activity. Zero explanation from SW. I guess they think we don't deserve that courtesy. I'm disappointed, aggravated and wondering why I keep putting myself through this with SW. Beware, time obviously means nothing. By the way, radar shows clear skies from St. Louis to Atlanta."
"""avoid the San Diego airport""","✅ Verified Review | Sacramento to San Antonio via San Diego. My flights with Southwest Airlines were fine. On the return flight - the copilot actually came down the aisle and introduced himself and wished everyone a good flight - nice touch. My issue came with the connecting gates in San Diego - Gates 1, 1A and 2. The first flight from Sacramento to San Diego - I had to change gates. Much to my surprise, I had to go through TSA security again because you walked from a secure area to a non-secure area. Even though I purchased a bottle of water in a secure area at the originating gate - I had to toss it because of the 2nd TSA security screen. On the way back - I had purchased a few items from the gift shops while waiting for my flight. Unfortunately, I had to change gates in San Diego - and had to go through the 2nd TSA security screen again. During this screen, I was told I could not keep a bottle of jelly I had purchased in the gift shop (receipt still in the bag) because it was over the limit - how incredibly ridiculous is that? I wasn't leaving the area without my purchased jelly - I didn't break any rules and I was going to be penalized due to SWA sending passengers on connecting flights through those gates. At one point I was told to just go back and get my luggage and place the jelly in my luggage - seriously? I just got off a plane and am in the process of going to a gate for my connecting flight - how on earth am I supposed to go get my bag? After speaking to the TSA supervisor and making it very clear I was not leaving without my jelly - the TSA agent decided they would test the jelly for whatever they test liquids for and then wrapped it up and handed it back to me after it passed the test. I can't be the first passenger this has happened to and the TSA agents explained they had made SWA aware of this issue but nothing had been done. For goodness sake SWA, use a little common sense and fix this issue. Have passengers who have to use those gates for connecting flights enter a separate area divided by security glass or stop routing passengers to those gates if they are changing gates for connecting flights. The current situation is beyond frustrating and really is inexcusable - there has to be a simple fix and if it isn't a simple fix - you should still fix it because it is a huge issue for your customers. For now - traveler beware - if you are changing gates during travel - avoid the San Diego airport because if your connecting flight is through gates 1, 1A or 2 - you can kiss that water or any gifts you just purchased in the secure area of your last flight that are liquid good-bye."
"""wanted some type of compensation""","✅ Verified Review | Hartford to Orlando. I will never fly Southwest again, they do not care at all about customers. My flight was cancelled only 4 hours before it was scheduled leave. When I called to see why it was cancelled they said they had no idea. I was flying down to visit family for only 3 days, and I took off work. They changed my flight to a 5am trip so now I had to wake up at 2am to get to the airport. When I called Southwest they said that they couldn't do anything for me that it was not their fault or their responsibility. I wasn't asking for my money back I just wanted some type of compensation for my inconvenience."
"""unbeatable value""","✅ Verified Review | Great flight at unbeatable value from Pittsburgh to Denver. Easy check-in, bags drop-off (2 pieces included in the basic fare!), convenient boarding process and seating, outstanding onboard service. It was my first flight ever with Southwest and I will surely fly again with them wherever I can!"
"""not be using them again""","✅ Verified Review | Baltimore to Orlando. Not impressed. You must check in within 24 hours. I checked in what I thought was quickly and ended up in group c. Why don't they have assigned seating? Got another awful seat like I always do. I only had 1 bag but it was overweight so I was charged $75. So if I had 2 bags I would not have been? What is that about. Third bad experience with this airline. Will not be using them again!"
"""worst experience yet""","✅ Verified Review | This was the worst experience with Southwest Airlines yet. My plan was due to leave at 1:15pm from Atlanta to Orlando but was delayed until 6pm due to maintenance. The 6pm flight was then delayed until 7:45 making miss an important conference that I was booked for. I will never fly with Southwest again!!"
"""Best customer service""","✅ Verified Review | Flew Oakland to Phoenix. Southwest Airlines has always been great to me. Today they showed me why I will always choose them as my preferred airline. My meeting got canceled and I was supposed to fly out at 5pm today. I am now on 6.30am flight to Phoenix. Best customer service."
"""staff friendly and helpful""","✅ Verified Review | Since 1999, I have flown Southwest and never had problems with it. They have decent seats, and the staff has been friendly and helpful. In addition, Southwest prices are generally fair that customer can purchase tickets in advance for cheaper than most other carriers. They have added some decent flights which were beneficial to our whereabouts. Their boarding process, although different, works well. Fort Lauderdale Airport's Concourse B requires more expansion of rooms and gates because I see the heavy crowd, which makes me uncomfortable to walk. Sometimes chairs are full; you have to stand up, waiting to board. There are few plugs to charge devices. Tampa Airport's Concourse C looks very neat and comfortable. There are many plugs to charge devices. Thus, I have heard Southwest has 101 destinations in the United States and 8 additional countries that its airline connections are expanding. I have been flying often B737, which is great planes with good seats, and I hope Southwest buy more new next generation Boeing planes with more room for legs. Lastly, Southwest Airlines offers internet service using a satellite-based Wi-Fi provider. Cost per device for Wi-Fi access is $8. I know Wi-Fi is not free, and I wish Southwest offer us for 100% free Wi-Fi in order to contact with families and/or friends and watch streaming movies or shows. Therefore, I'm glad that I have decided to fly this airline without a doubt."
"""we were given no updates or information""","✅ Verified Review | It was the worst flight I've ever taken. Flew from Fort Lauderdale, FL to Islip, NY. They delayed us an hour due to weather, 2 hours due to air traffic control, and then 5 hours because the pilot's hours to fly had expired and they needed to find another crew. Found a crew and then the crew cancelled at 2am. They then made me wait in a line for 3 hours to change my flight. I was in the airport for 12 hours straight and all they provided me was a mini bag of mini pretzels and 6oz water. They refused a hotel, transportation and food after keeping us in an airport for 12 hours just to cancel the flight. They expected me to travel for 24 hours straight starting at 6am. Meaning they wanted me to stay up for 48 hours straight. I get on the flight for 24 hours later, a direct flight and they delayed my 6.20pm flight until 10.45pm. I had to reschedule my flight for the following day yet again and they weren't willing to provide hotel, transportation or food once again. So my flight was initially 6.30pm from Fort Lauderdale and we were supposed to land at 9.20pm in Islip. We were given an hour delay due to weather (7.30pm-10.30pm). After the delay, we boarded the plane (7.00pm). They then proceeded to keep us on the plane for over an hour as directed by federal air traffic control (8.00pm). Then they made us sit another hour on the plane demanding that we all stay in our seats and stay buckled because they expected to depart soon (9pm). After this hour, the pilot comes on the PA system and told us that he's reached the maximum number of consecutive hours that the pilot policies allow (9.30). They took us back to the gate where we were given no updates or information for at least 2 hours (11.30). After this, they told us that they were trying to find a pilot and crew to fly the plane. They then told us that our flight would board at 12.50am. They delayed us twice more until they cancelled my flight at approximately 2am. They automatically rebooked me for a flight that would board at 8.30am in Fort Lauderdale and would bring me to Tampa. They would then give me a 10 hour layover in Tampa. I would board the 10.30pm flight to Islip and get back at approximately 1.30am. I waited in a line 3 hours to get this changed and also demanded a hotel, transportation, and food (5am). They hadn't fed us anything but a mini sized bag of mini pretzels and 6oz of water in 13 hours. They refused a hotel. They refused transportation. They refused food. They also told me that they could not change this horrible flight. I went back to them twice and harassed them before they finally put me on a flight that boarded exactly 24 hours from the one I originally had. The woman was extremely snotty and rude to me the entire time. I had to call my friend at 5 in the morning after she, her parents and my parents stayed up the entire night. My friend picked me up at 5.45am because Southwest wouldn't even provide me with a taxi."
"""last trip was very upsetting""","✅ Verified Review | I have flown Southwest in the past and never had problems with it. However, this last trip was very upsetting due to the very rude customer service. We had a flight from Chicago to Dallas and then to El Paso which is home for us. From Chicago to Dallas as we started approaching Dallas the weather conditions became difficult and we knew we were going to have delays. It took an hour to land and I completely understand and would never complain about the fact that there are delays due to weather and also due to keeping us safe. Once we landed our next flight was delayed for about an hour. So we hung around and waited. Then it got delayed for another half hour, 45 minutes, then delayed for 15 more minutes, etc. The delays kept coming, then finally they said we were going to board. So they told us they would be ready to board but they couldn't find a pilot. This was at around 11:30 pm. So they kept saying a pilot was on his way and any minute now we will board. Around 1 am I get a notification that the flight has been cancelled. I wish it could have gotten cancelled earlier so we could make accommodations as to where to sleep. I don't understand how you don't have a pilot. And if that's the case, then please just tell us with time so we can make accommodations. People started running to Southwest counters and we were notified that only 2 counters were open. They said you can call and rebook or wait in line at the counter. I called as I waited in line and they told me they could not assist me over the phone because I had a bag checked in. When the counters opened everybody ran to the counter and I had to pick up my 5 year old who was asleep on the floor so by the time I got to the counter I was toward the end of the line. I stood in line until about 3:45 am. When it was finally my turn, the staff was extremely rude. They treated us like we should be grateful they were even lifting a finger for us. The first lady I talked to was Chinese and had broken English. As soon as I walked up she rolled her eyes at me. Before I even spoke. I felt contempt seeing as I was the one who had been standing in line close to 4 hours. But I am a nice person so I decided to smile and be polite anyway. I asked her to please rebook my flight as early as possible and she gave me 2 options: one for 7 am departure connecting at Austin which was already delayed or one for 7 pm direct flight. I told her I was skeptical about the 7 am one since it was already delayed but 7 pm is such a long time to wait when you don't have anywhere to sleep or shower and my luggage is checked in. She gave me a look of not my problem tapped her fingers on the counter and told me to pick one. I asked her if they could help accommodate us so we could sleep somewhere and at this she became very angry and told me ""we aren't going to give you anything!"" She treated me like I was trying to get some ""advantage"" of the situation. I just wanted a place to sleep, and if there's nothing to be done there is a way to state things politely. I told her I needed to think it over and I would come back but really I wanted to not be taken care of by her. I went back in line and got another representative. He was a little bit nicer but he also kept chatting to the guy next to him for long periods of time as if I wasn't there. Maybe the system was reloading or maybe he was just ignoring me. I saw a lot of people crying and I don't blame them. We slept at the airport until boarding time."
"""expected better customer service""","✅ Verified Review | Baltimore to Providence. Dissatisfied with Southwest's customer service policy. Flying today from Baltimore to Providence. Circumstances changed and trying to fly standby on an earlier flight home we were told it would be an additional $125 on a $60 flight. Watched the plane take off only half full. Would have cost them nothing to put us on that plane instead of spending 3 hours in the airport. I am a SW Rapid Rewards credit card holder and would have expected better customer service from a company that prides itself on no additional fees being their difference. Will definitely choose to use my travel cards that allow flexible flying on different airlines in the future."
"""delay on return flight was 3 hours""","✅ Verified Review | Washington to Providence. This was the first time I had flown Southwest in several years, never having had a problem in the past. This time was different! The departure flight was delayed 1.5 hours because of a ""plane switch"" related to a mechanical problem. While this was mildly annoying, I did not complain to any staff personnel. The delay on my return flight 2 days later was twice as long--3 hours--and for the same reason. By then, my patience was exhausted, so I asked for more information from the gate attendant. She informed me that our particular scheduled aircraft had not experienced any problem but instead had been rerouted to the west coast from Chicago to replace a plane that had been delayed for several hours while undergoing repairs, in other words, another ""plane switch."" That plane was instead used to ferry us to Wash., DC. Had repairs taken longer, we would have been stuck even longer in Providence, unless Southwest had decided to spread the misery even more. Southwest offered no alternative flights on other airlines nor did they offer a voucher as compensation for the delay. If their planes are so unreliable, perhaps they need to establish sharing arrangements with other airlines or keep planes in reserve for such occasions. Ground personnel were courteous but were apparently unable to offer any practical assistance or compensation for the inconvenience."
"""absolute new favorite airline""","✅ Verified Review | Buffalo to Denver via Phoenix. This was my first time flying with Southwest. I had heard that they were excellent and after my horrendous experience with AA at the beginning of my trip, I decided to switch my return flight to Southwest Airlines. Everyone from the lady at the check in counter to the flight attendants were amazing. The seats were comfortable, good IFE. The flight attendant from Phoenix to Denver was the best I have ever had on a flight and I fly several times a year. My only complaint was that my baggage was put on the wrong flight out of Phoenix into Denver but the lady at baggage claim was so kind and helpful in making sure that my baggage got back to me quickly. My absolute new favorite airline. I'm so glad I decided to fly this airline."
"""I'm not impressed at all""","✅ Verified Review | I flew from Raleigh to Tampa with a carry on. When heading home (full flight) I'm in A group and conveniently I'm unable to carry on the same bag which put me at the back of the line and forced to sit in the middle of two full sized men and not even able to sit with my husband. I always fly Allegiant and decided to pay more, triple more so I could get to my destination a little sooner and I'm not impressed at all. Now, we've been sitting on a hot plane for 15 minutes and they just let us know we have to headbback to the gate for maintance. I'd rather be flying Allegiant."
"""amazing customer service experience""","❎ Unverified | Minneapolis to Washington via Chicago. I had an amazing customer service experience yesterday. My flight was delayed 40 minutes, so I landed in Chicago at 9pm. My connection boarded at 8:40, leaving at 9pm. I was sprinting from gate B3 to B7 at 9:02pm (sorry to the person who's bag I rolled over) and it was empty. Suddenly a lady comes running over ""are you Rebecca?!"" I can only nod yes before I bend over to catch my breath, as she barely slows to pull open the door and continues at full speed down the bridge. A flight attendant comes back with her to scan my ticket, and I thankfully board the plane and arrive home at midnight. Words cannot express how much I needed to catch that flight and not extend this trip. Thank you Southwest!"
"""No apologies, nothing""","✅ Verified Review | Burbank to Tucson via Las Vegas. I am writing this before I fly with them once again tomorrow because I am so disgusted. I got a notice that my flight( tonight) was delayed two hours. I couldn't get in touch with anyone for over 30 minutes. Their site said ""no info."" So I finally talked to a REAL person (after being tortured with stupid offers a cruise, Medic Alert and all kinds of other rubbish.) I asked if my connecting flight to Tucson was delayed. Yes, one hour, but will leave before I arrive in Vegas. ""There are no flights to Tucson tonight."" So I would have just sat in the airport all night? No apologies, nothing."
"""flight attendants knowledgeable and funny""","✅ Verified Review | Southwest Airlines continues to do what their advertising says: the best service with the customer in mind. Flew from Phoenix, AZ to Hartford, CT. Found the prices, free luggage and no change fees terrific. Made a change over the phone with a helpful agent in a matter of minutes. With other airlines, it would have taken a lot longer and cost $100+. Also, the flight attendants were knowledgeable and funny. Now, whenever possible, I fly Southwest."
"""will not use Southwest again""","❎ Unverified | On my return flight from Atlanta we were shuttled to Chicago instead of going to straight to Detroit. They told us they would give us a voucher for the inconvenience. I did not receive my voucher and contacted them several times. They said they would email it and then I couldn't open the email. They said they would put it in the mail then I didn't receive it. Finally after booking another flight to Atlanta and paying for it, I got 2 vouchers in the mail. I tried to book another flight using the vouchers, but was told that one of them was not valid. I spent 1 hour on the phone holding for customer service and was told that the one voucher which came at the same time as the other one was the older one which they had cancelled and reissued. I felt at this point that Southwest owed me at the very least another voucher. But they were not willing to help me out for my troubles. I will not use Southwest again due to the poor customer service."
"""reconsider flying them again""","✅ Verified Review | Orlando to Boston via Nashville. I am very upset with the service of this airline. I have never had a problem with Southwest Airlines prior to this trip. On the way down from Boston, the plan was switched twice due to mechanical issues. Needless to say we were stuck in Logan for an additional four hours. They thought that a $100 per voucher per ticket would be okay. Absolutely wrong. We missed our connecting flight and had issues with our car rental because we were late. On our return flight, we had felt with a rude desk staff at gate 121/122. I had asked if we could use the family boarding due to the fact that one of my brothers had a fear of flying and the other, it was his second time flying. They are 17 and 13. She said nope, he's not 6 and I am not allowing it, the standards are enforced here. I told her the southwest personnel in Boston and in Baltimore understood our situation and allowed us to board with families. She said she was not allowing it what so ever. I asked for a manager she said no one was around. I then proceeded to ask for the customer care line to where she gave me a card with minimal information on it. I had to ask a second time for the number. I am very displeased with the entire trip with flying with Southwest Airlines and I will reconsider flying with them again."
"""we would not fly Southwest again""","✅ Verified Review | Midway-Chicago to Tampa, with Southwest Airlines. My husband and I haven't flown in years. Staff were friendly, but not so helpful. The boarding process was fine, until we actually got to the plane. We were unaware that there is not assigned seating. We had to separate, him in front me in back. I was very upset about this as I was already nervous about the flight to begin with. Now I had to sit with strangers. We were one of the last to board and it was obvious we were together (tickets purchased together). Not one staff member tried to help and see if they could get us seats together. The icing on the cake was the horrible uncomfortable flight between two larger men. At this point I had fully decided, we would not fly Southwest again. Fortunately this flight was only 2.5hrs. Their flights are cheap, but I will pay the extra to a different airline to be comfortable, and to sit with the people I am flying with. I did notice that they let families flying with children board first which is great! I have two children that I would want with me too, had they been traveling with us. One suggestion though, maybe couples be allowed to board after that then singles could fill in the empty seats. Or just have assigned seating."
"""can't say I will fly them again""","✅ Verified Review | Orange County to Louisville. When boarding my plane, Southwest Airlines requested volunteers for being bumped onto another flight, I was second in line to offer up my seat for $300. Halfway getting onto the plane (I was in the B boarding group), they called me off of the plane. Ten people had to climb over my suitcase while I got off the airplane, and I was told after getting off that they didn't need me to volunteer anymore. Angrily, I re-boarded the plane and was the last person to get on, and had to sit in the only seat available in the very back of the plane. When I got to my connecting flight, I was supposed to stay on the airplane and go to the next city. Upon landing, I was told to get off the airplane and would be moved to another plane at a different gate. This gate and plane change was not the only inconvenience, the plane would now be delayed by 2.5 hours! This would put me in at 01:40am! My husband has to work in the morning and we live nearly an hour away from the airport, so he has to come get me in the middle of the night. My original arrival time would have been at 22.50 or (10.50 pm). The ticket lady told me that the pilot forgot his passport in Cancun? I'm not sure what that has to do with why the plane was over two hours late. This infuriated me. I am a frequent customer with this airline because of their cheap fares. I get you get what you pay for. I can't say I will be flying with them again, unless I'm desperate for a cheap flight."
"""very disappointed with Southwest""","✅ Verified Review | Indianapolis to Las Vegas with Southwest Airlines. Worst flying experience I've had. Got a later flight non-stop, booked to take off at 8:45 but my flight was delayed 3 times and by the 3rd time it was because the pilot had too many flying hours. They didn't have a back up pilot until roughly 20min after the plane has landed, that backup pilot was in St. Louis. So on my non-stop flight we had to make a stop. I bought the internet and it kept going on and off, on and off. Why offer internet if you can't have a stable connection? Better yet why do you charge for it if the Internet Is poor? Ridiculous honestly, I'm very disappointed with Southwest."
"""free refills and extra snacks""","✅ Verified Review | Fort Lauderdale to Chicago Thursday night April 6. Flight was supposed to be delayed 35 minutes but actual delay time was only 20 minutes. Flight attendants and pilot were awesome. We were offered free refills and extra snacks, very pleased. Only cost $212 to fly a family of 5 (infant on lap). Checked in 3 bags free of charge!"
"""going to be losing customers""","✅ Verified Review | Chicago to Ft Lauderdale. What the heck happened to Southwest? Customer service is awful. No customer support anymore. Been having issues with them lately. Today was the last straw. Overbooked my flight- wouldn't let me or my husband on. No seats available, although the desk agent said we made the cut and would get on the plane. (This was after a 2 hour delay). Couldn't get us to our destination until a day and a half. For a 3 day getaway, nope. Vacation was cancelled. And when dealing with them after- they don't care one bit. Just want your money. What a shame of a company Southwest has turned into. Take note Southwest, or you are going to be losing customers. (You've lost us). I'm not the only one noticing this decline as of late."
"""customer service 1/10""","✅ Verified Review | Phoenix to San Francisco with Southwest. April 2, 2017 Flight 5717 scheduled to leave 6:40 pm. Alerted that flight will depart 10:10 pm. Flight tracker published inbound flight due in at 6:20 pm. Why the 3 hr delay? Called to determine status. 23 minutes later on the phone listening to ""happy"" music gave up. Southwest customer service 1/10!"
"""decline in customer service""","✅ Verified Review | Portland to Austin. My complaint is the decline in Southwest Airlines customer service. I'd been a raving fan for decades about SW, now I'm done. The straw that broke the camel's back was me booking travel for my wife to meet me in DC for Spring break. I booked the ticket in January for travel March 28th. When I left four days earlier for DC neither my wife or I received her confirmation, so Saturday I call Southwest. The ticketing agent was great about helping us find my wife's confirmation, she informed me I accidently made it for the 21st not the 28th, and that they recorded it as a no-show. She said usually you forfeit the funds, but in this case purchase a replacement short notice replacement for the date you wanted, the 28th, then M-F call our customer relations team and they will allow you to use the prior dollars spent as a credit for 12 months against future travel. Well today the 28th from my tradeshow I waited over 20 minutes until the agent answered the phone, at 9:15am. She was very terse with me and said it didn't matter what the ticketing agent told me Saturday, that I did have to forfeit the few hundred dollars I spent on the prior ticket I did not use. I said even though I was instructed differently by a colleague of hers? She said yes, and that I cannot be connected to a supervisor as she is the only supervisor."
